uid,Dtb_number,manufacturer,name,combustor_description,type,bp_ratio,pr,rated_thrust,Data_status,Data_superseded_on,Superseded_by_UID,Test_engine_status,Data_corr_as_Annex_16,Current_engine_status,Current_engine_status_date,hc_to,hc_co,hc_app,hc_idle,HC_number_tests,HC_number_engines,HC_avg,HC_sig,HC_min,HC_max,HC_characteristic,HC_characteristic_pct,HC_LTO_mass,co_to,co_co,co_app,co_idle,CO_number_tests,CO_number_engines,CO_avg,CO_sig,CO_min,CO_max,CO_characteristic,CO_characteristic_pct,CO_LTO_mass,nox_to,nox_co,nox_app,nox_idle,NOx_number_tests,NOx_number_engines,NOx_avg,NOx_sig,NOx_min,NOx_max,NOx_characteristic,NOx_characteristic_pct_original,NOx_characteristic_pct_CAEP2,NOx_characteristic_pct_CAEP4,NOx_characteristic_pct_CAEP6,NOx_characteristic_pct_CAEP8,NOx_compliance,NOx_LTO_mass,sn_to,sn_co,sn_app,sn_idle,SN_number_tests,SN_number_engines,sn_max,SN_sig,SN_range_min,SN_range_max,SN_characteristic,SN_characteristic_pct,Fuel_spec,Fuel_HC_ratio_min,Fuel_HC_ratio_max,Fuel_arom_min,Fuel_arom_max,fuel_to,fuel_co,fuel_app,fuel_idle,Fuel_LTO_cycle,Load_extracted,Load_extraction_power,Load_stage_bleed_CF_pct,Load_stage_bleed_power,Ambient_pressure_min,Ambient_pressure_max,Ambient_temperature_min,Ambient_temperature_max,Ambient_humidity_min,Ambient_humidity_max,Test_organization,Test_location,Test_date_initial,Test_date_final,Compliance_fuel_venting,Remark_1,Remark_2,Remark_3,Remark_4,Remark_5,Remark_6,Remark_7,Remark_8,nvpm_to,nvpm_co,nvpm_app,nvpm_idle,nvpmnum_to,nvpmnum_co,nvpmnum_app,nvpmnum_idle,wikipedia_link
_JT3D-3B (Military),,,JT3D-3B (Military),,TF,1.4,,,,,,,,,,0.55,1.5,1.37,90.91,,,,,,,,,,0,2.11,5.24,95.06,,,,,,,,,,12.08,7.88,6.37,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.213,1.129,0.5216,0.1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_JT3D
_JT9D-70,,,JT9D-70,,TF,4.9,,,,,,,,,,0.15,0.15,0.45,6.8,,,,,,,,,,0.2,0.3,1.3,34,,,,,,,,,,31,24.2,8.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4418,2.0134,0.7371,0.2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_JT9D
_JT9D-7A (MOD V),,,JT9D-7A (MOD V),,TF,5.15,,,,,,,,,,0.3,0.3,0.5,26,,,,,,,,,,0.4,0.4,2.9,54,,,,,,,,,,46,34.4,7.8,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1672,1.764,0.6237,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_JT9D
_O-200,,,O-200,,P,,,,,,,,,,,20.81,20.81,33.22,29,,,,,,,,,,974.1,974.1,1187.8,644.4,,,,,,,,,,4.87,4.87,1.14,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057,0.0057,0.0032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,110,84,56,75,1.99E+14,1.52E+14,2.02E+13,2.89E+14,https://en.wikipedia.org/wiki/Continental_O-200
_O-320-E2A,,,O-320-E2A,,P,,,,,,,,,,,12.6,15.1,13.7,16,,,,,,,,,,816,837,696,690,,,,,,,,,,6.7,6.9,19.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.008,0.0048,0.0013,,,,,,,,,,,,,2006,,,,"In flight measurement, ECERT69_HBHFX_OBS2200",,,,,,,,110,84,56,75,1.99E+14,1.52E+14,2.02E+13,2.89E+14,https://en.wikipedia.org/wiki/Lycoming_O-320
_OLYMPUS-593-610,,,OLYMPUS-593-610,,TJ,,,,,,,,,,,2.9,1.7,11.4,33.4,,,,,,,,,,29,19.9,52.9,100.1,,,,,,,,,,9.5,9.3,3.5,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.365,2.329,1.171,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rolls-Royce/Snecma_Olympus_593
_PT6A-114,,,PT6A-114,,TP,,,,,,,,,,,0,0,0.3,1.4,,,,,,,,,,1,1,5,19,,,,,,,,,,7.3,7,5.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0504,0.0449,0.025,0.0138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-20,,,PT6A-20,,TP,,,,,,,,,,,0,0,0.2,1.3,,,,,,,,,,1,1.1,3.6,19,,,,,,,,,,7.2,6.9,5.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0477,0.0423,0.0244,0.0149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-27,,,PT6A-27,,TP,,,,,,,,,,,0,0,2.19,50.17,,,,,,,,,,1.01,1.2,23.02,64,,,,,,,,,,7.81,7,8.37,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0535248,0.0504252,0.0270648,0.0145152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-28,,,PT6A-28,,TP,,,,,,,,,,,0,0,0.2,1.2,,,,,,,,,,0.9,1,3.7,17.4,,,,,,,,,,7.6,7.3,5.6,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0515,0.0455,0.0245,0.0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-34,,,PT6A-34,,TP,,,,,,,,,,,0,0,0.2,1.2,,,,,,,,,,0.9,1,3.5,17,,,,,,,,,,7.5,7.2,5.6,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0566,0.05,0.0272,0.0147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-36,,,PT6A-36,,TP,,,,,,,,,,,0,0,0.2,1.2,,,,,,,,,,0.9,1,3.5,17,,,,,,,,,,7.5,7.2,5.6,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0566,0.05,0.0272,0.0147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-41,,,PT6A-41,,TP,,,,,,,,,,,1.75,2.02,22.69,101.46,,,,,,,,,,5.1,6.48,34.77,115.12,,,,,,,,,,7.98,7.55,4.64,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0643,0.0596,0.0344,0.0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-42,,,PT6A-42,,TP,,,,,,,,,,,1.75,2.02,22.69,101.46,,,,,,,,,,5.1,6.48,34.77,115.12,,,,,,,,,,7.98,7.55,4.64,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0643,0.0596,0.0344,0.0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-45,,,PT6A-45,,TP,,,,,,,,,,,0,0,0,3.4,,,,,,,,,,0.71,0.94,4.8,21,,,,,,,,,,9.7,9,6.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799,0.0707,0.0397,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-45A,,,PT6A-45A,,TP,,,,,,,,,,,0,0,0,5.088801,,,,,,,,,,2.1,1.9,5.3,26.4,,,,,,,,,,8,7.4,5.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0795,0.0704,0.0396,0.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-45R,,,PT6A-45R,,TP,,,,,,,,,,,0,0,0,4.470261,,,,,,,,,,2.3,2,4.8,24.8,,,,,,,,,,8.2,7.6,5.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0842,0.0739,0.0409,0.0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-50,,,PT6A-50,,TP,,,,,,,,,,,0,0,0,2.5,,,,,,,,,,0.65,0.82,4.1,18,,,,,,,,,,10,9.3,6.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0824,0.0727,0.0412,0.0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-60/-60A/-60AG,,,PT6A-60/-60A/-60AG,,TP,,,,,,,,,,,0,0,0.5,9.3,,,,,,,,,,3.6,5,19.1,57.8,,,,,,,,,,6.5,6,4.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,0.068,0.039,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-65AR,,,PT6A-65AR,,TP,,,,,,,,,,,0,0,2.209951,15.747216,,,,,,,,,,1.9,3.5,16.2,52.8,,,,,,,,,,8.1,7.5,5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0956,0.0844,0.0471,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-65B,,,PT6A-65B,,TP,,,,,,,,,,,0.115456,0.248168,3.497545,20.625772,,,,,,,,,,4.4,6.1,20.9,63,,,,,,,,,,7.1,6.7,4.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0787,0.071,0.0416,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-65R,,,PT6A-65R,,TP,,,,,,,,,,,0,0.088587,2.362103,16.283863,,,,,,,,,,2.2,3.8,16.8,53.9,,,,,,,,,,7.9,7.4,5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0929,0.0824,0.0464,0.0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-67B,,,PT6A-67B,,TP,,,,,,,,,,,0,0,3.3,23,,,,,,,,,,4.5,6.1,21,69,,,,,,,,,,7,6.6,4.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0876,0.0789,0.0446,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PT6A-67D,,,PT6A-67D,,TP,,,,,,,,,,,0.108055,0.23403,3.050303,22.179033,,,,,,,,,,4.3,5.9,19.8,67.1,,,,,,,,,,7.2,6.7,4.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0887,0.0803,0.0461,0.0256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6
_PW118,,,PW118,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2.2,2.6,6.5,16.3,,,,,,,,,,12.7,11.5,7.9,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119,0.1053,0.06368,0.0421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW118A,,,PW118A,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2,2.2,4.7,12.3,,,,,,,,,,13.9,12.7,9.1,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1202,0.108,0.0644,0.0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW118B,,,PW118B,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2,2.2,4.7,12.3,,,,,,,,,,13.9,12.7,9.1,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1202,0.108,0.0645,0.0409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW119-B,,,PW119-B,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,1.9,1.9,3.7,8.1,,,,,,,,,,16.9,15.2,10,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1457,0.1303,0.0761,0.0542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW119-C,,,PW119-C,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,1.9,1.9,3.7,8.1,,,,,,,,,,16.9,15.2,10,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1457,0.1303,0.0761,0.0542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW120,,,PW120,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2,2.3,6,14.9,,,,,,,,,,13.6,12.3,8.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12645,0.1124,0.06503,0.04236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW120A,,,PW120A,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2,2.3,6,14.9,,,,,,,,,,13.6,12.3,6.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12645,0.1124,0.06503,0.04236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW121,,,PW121,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2,2.3,5.7,13.6,,,,,,,,,,13.8,12.2,8.3,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1352,0.115,0.0696,0.0447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW123,,,PW123,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,1.9,1.9,3.6,8.3,,,,,,,,,,17.7,15.9,10.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1486,0.1325,0.0746,0.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW123B,,,PW123B,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2,1.9,3.5,9,,,,,,,,,,18.3,16.3,10.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1526,0.1358,0.0751,0.0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW123C,,,PW123C,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,1.9,1.9,3.9,8.6,,,,,,,,,,16.5,14.9,9.8,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1383,0.1239,0.0721,0.0499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW123D,,,PW123D,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,1.9,1.9,3.9,8.6,,,,,,,,,,16.5,14.9,9.8,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1383,0.1239,0.0721,0.0499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW123E,,,PW123E,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,1.9,1.9,3.6,8.3,,,,,,,,,,17.7,15.9,10.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1486,0.1325,0.0746,0.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW124-B,,,PW124-B,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2,2,3.7,8.9,,,,,,,,,,17.7,16.2,9.8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1495,0.1355,0.0763,0.0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW125-B,,,PW125-B,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2.1,2.1,3.5,9.2,,,,,,,,,,18.1,16.1,10,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1525,0.1345,0.0805,0.0497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW126A,,,PW126A,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2.1,1.9,3.4,8.2,,,,,,,,,,19.2,17,10.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1604,0.1419,0.077,0.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW127-A,,,PW127-A,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2.1,2.1,3.5,9.3,,,,,,,,,,16.8,15,9.4,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1546,0.1377,0.0817,0.0503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW127-C/F/J,,,PW127-C/F/J,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,2,1.9,3.4,8.3,,,,,,,,,,19.1,16.9,10.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1664,0.1474,0.0818,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW127E,,,PW127E,,TP,,,,,,,,,,,0,0,0,0,,,,,,,,,,1.9,1.9,3.8,8.8,,,,,,,,,,17.2,15.5,9.9,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1503,0.1342,0.0776,0.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW100
_PW2041,,,PW2041,,TF,5.54,,,,,,,,,,0.03,0.04,0.16,2.23,,,,,,,,,,0.2,0.2,2.5,23.1,,,,,,,,,,37,29,11,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.917,1.536,0.517,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_PW2000
_PW2043,,,PW2043,,TF,5.3,,,,,,,,,,0.01,0.02,0.09,1.56,,,,,,,,,,0.3,0.39,1.32,19.31,,,,,,,,,,37.77,27.89,10.7,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.829,1.496,0.51,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_PW2000
_PW530,,,PW530,,MTF,3.92,,,,,,,,,,0.7,0.51,5.09,69.73,,,,,,,,,,9.07,4.52,29.52,108.63,,,,,,,,,,11.04,7.75,3.88,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1785,0.1531,0.0642,0.0299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PW500
_R-1820,,,R-1820,,R,,,,,,,,,,,94.68,48.49,5.57,150.56,,,,,,,,,,531.73,435.03,384.83,474.16,,,,,,,,,,1.72,2.09,6.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1469,0.1086,0.0407,0.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Wright_R-1820_Cyclone
_RB211-524,,,RB211-524,,TF,4.4,,,,,,,,,,0.11,0.17,0.1,3.07,,,,,,,,,,0.41,0.5,2.15,20.3,,,,,,,,,,37,32,1.154,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2489,1.8507,0.6867,0.2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rolls-Royce_RB211
_RB401-6,,,RB401-6,,MTF,4.2,,,,,,,,,,0.05,0.0502,0.2,2.8,,,,,,,,,,1,1.3,6.5,30.5,,,,,,,,,,12.5,11.3,5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3024,0.2684,0.0976,0.0416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rolls-Royce_RB401
_RDA10,,,RDA10,,TP,,,,,,,,,,,0,0,0,8.9,,,,,,,,,,2.2,3,23.2,41.4,,,,,,,,,,4.3,3.9,2.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213,0.17,0.07893,0.0526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rolls-Royce_Dart
_RDa7,,,RDa7,,TP,,,,,,,,,,,1,1.1,3,23.9,,,,,,,,,,3.2,3.5,33.3,91.4,,,,,,,,,,5.6,4.5,0.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178038,0.1570212,0.0814212,0.0517104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rolls-Royce_Dart
_RR SPEY-MK555-15,,,RR SPEY-MK555-15,,MTF,1,,,,,,,,,,5.15,0.53,8.2,94,,,,,,,,,,1.1,0,20,90.9,,,,,,,,,,19.04,14.69,5.85,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7225,0.5893,0.2197,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rolls-Royce_Spey
_SPEY MK511-8,,,SPEY MK511-8,,MTF,1,,,,,,,,,,0.09,0.12,0.18,3.69,,,,,,,,,,0.12,0.63,2.65,31.77,,,,,,,,,,22.7,17.3,7.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891,0.726,0.278,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rolls-Royce_Spey
_T400-CP-400,,,T400-CP-400,,TP,,,,,,,,,,,0.13,0.13,0.28,0.13,,,,,,,,,,0.88,0.88,5.76,1.01,,,,,,,,,,6.02,6.02,4.3,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04578,0.04578,0.03247,0.04362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_Canada_PT6T
_T53-L-11D,,,T53-L-11D,,TP,,,,,,,,,,,0.27,0.26,13.57,58.09,,,,,,,,,,3.85,3.34,37.79,31.51,,,,,,,,,,7.75,6.34,2.53,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0869,0.0863,0.028,0.0183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lycoming_T53
_T53-L-13,,,T53-L-13,,TP,,,,,,,,,,,0.32,0.3,15.75,67.41,,,,,,,,,,3.85,3.34,37.79,31.51,,,,,,,,,,7.75,6.34,2.53,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0869,0.0863,0.028,0.0183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lycoming_T53
_T56 series I,,,T56 series I,,TP,,,,,,,,,,,0.29,0.37,0.64,0.9,,,,,,,,,,2.71,2.94,4.71,5.74,,,,,,,,,,9.89,9.63,7.15,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257,0.227,0.128,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Allison_T56
_T56 series III,,,T56 series III,,TP,,,,,,,,,,,0.26,0.28,0.46,0.94,,,,,,,,,,1.4,1.54,2.8,6.51,,,,,,,,,,12.79,12.22,9.12,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,0.275,0.156,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Allison_T56
_T56-A-15,,,T56-A-15,,TP,,,,,,,,,,,0.18,0.18,0.28,14.96,,,,,,,,,,1.6,1.6,3,17.69,,,,,,,,,,11.71,10.18,6.38,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3095,0.2747,0.1562,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Allison_T56
_T56-A-16,,,T56-A-16,,TP,,,,,,,,,,,0.16,0.14,0.95,19.24,,,,,,,,,,0.68,0.65,4.54,30.11,,,,,,,,,,10.29,10.45,6.52,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2691,0.2796,0.105,0.0755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Allison_T56
_T56-A-7,,,T56-A-7,,TP,,,,,,,,,,,0.21,0.34,0.8,11.02,,,,,,,,,,2.42,2.31,6.09,20.19,,,,,,,,,,12.4,10.48,6.09,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2695,0.2292,0.111,0.0926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Allison_T56
_T56-A-9,,,T56-A-9,,TP,,,,,,,,,,,0.35,0.51,0.77,2.25,,,,,,,,,,2.51,2.44,4.3,5.62,,,,,,,,,,11.19,9.39,7.35,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2606,0.2172,0.1195,0.0913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Allison_T56
